Make,Model,Body Type,Year,Engine Type,Engine Size,Transmission,Drive Type,Mileage,Condition,Gas Equipment,Steering Wheel,Cleared Customs,Color,Wheel Size,Headlights,Interior Color,Interior Material,Sunroof,Comfort,y
Nissan,Rogue,SUV / Crossover,2017,Gasoline,2.5 L,Automatic,All Wheel Drive,"140,000 miles",Car is not damaged,,Left,Yes,Black,R17,LED Headlights,Black,Textile,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, cruise control, tinted windows","$20,000"
Mazda,CX-9,SUV / Crossover,2018,Gasoline,2.5 L,Automatic,All Wheel Drive,"100,000 km",Car is not damaged,,Left,Yes,Black,R20,LED Headlights,Black,Leather,Regular Sunroof,,"$29,600"
Opel,Vectra,Sedan,1999,Gasoline,2.0 L,Manual,Front Wheel Drive,"180,000 km",Car is not damaged,Installed,Left,Yes,Silver,R17,Хenon Headlights,Black,Textile,Regular Sunroof,,"$3,000"
Lexus,GX460,SUV / Crossover,2021,Gasoline,4.6 L,Automatic,All Wheel Drive,"31,723 km",Car is damaged,,Left,No,White,R18,LED Headlights,Brown,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$48,000"
Kia,Optima,Sedan,2017,Gasoline,2.4 L,Automatic,Front Wheel Drive,"95,000 miles",Car is not damaged,,Left,Yes,White,R16,Halogen Headlights,Beige,Leather,No,"Air conditioner, cruise control","$13,600"
Mercedes-Benz,C-Class,Sedan,1998,Gasoline,1.8 L,Manual,Rear Wheel Drive,"236,000 km",Car is not damaged,Installed,Left,Yes,Green,R15,LED Headlights,Gray,Other,No,Air conditioner,"$6,000"
Dodge,Challenger,Coupe,2020,Gasoline,3.6 L,Automatic,Rear Wheel Drive,"33,000 km",Car is not damaged,,Left,Yes,Black,R20,LED Headlights,Red,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$25,000"
Volkswagen,Polo,Sedan,2020,Gasoline,1.6 L,Automatic,Front Wheel Drive,"61,000 km",Car is not damaged,,Left,Yes,White,R15,Хenon Headlights,Black,Textile,No,"Air conditioner, heated seats, tinted windows","$12,200"
Toyota,Camry,Sedan,2020,Gasoline,2.5 L,Automatic,Front Wheel Drive,"89,000 km",Car is not damaged,,Left,Yes,Black,R18,LED Headlights,Black,Leather,No,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$37,000"
Mercedes-Benz,S-Class,Sedan,2009,Gasoline,5.0 L,Automatic,All Wheel Drive,"16,000 km",Car is not damaged,,Left,Yes,Black,R20,LED Headlights,Black,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$21,500"
Toyota,Highlander,SUV / Crossover,2020,Gasoline,3.5 L,Automatic,All Wheel Drive,"62,000 km",Car is not damaged,,Left,Yes,Silver,R18,LED Headlights,Gray,Textile,No,"Air conditioner, heated seats, cruise control, tinted windows","$49,000"
Dodge,Challenger,Coupe,2017,Gasoline,3.6 L,Automatic,Rear Wheel Drive,"30,000 miles",Car is not damaged,,Left,Yes,Blue,R19,Хenon Headlights,Red,Alcantara,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$29,000"
VAZ (Lada),2121 Niva,SUV / Crossover,2016,Gasoline,1.7 L,Manual,All Wheel Drive,"85,000 km",Car is not damaged,Installed,Left,Yes,Black,R18,LED Headlights,Black,Textile,No,"Air conditioner, heated seats, tinted windows","$9,800"
VAZ (Lada),2110,Sedan,2005,Gasoline,1.5 L,Manual,Front Wheel Drive,"230,000 km",Car is not damaged,Installed,Left,Yes,Blue,R14,Halogen Headlights,Gray,Textile,No,Air conditioner,"800,000 ֏"
Opel,Astra,Hatchback,2000,Gasoline,2.0 L,Manual,Front Wheel Drive,"380,000 km",Car is not damaged,Installed,Left,Yes,Silver,R16,LED Headlights,Black,Leather,No,"Air conditioner, heated seats, tinted windows","1,900,000 ֏"
Ford,Explorer,SUV / Crossover,2017,Gasoline,3.5 L,Automatic,All Wheel Drive,"78,000 km",Car is not damaged,,Left,Yes,White,R20,LED Headlights,Black,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control","$29,500"
Ford,Fusion (North America),Sedan,2017,Gasoline,2.5 L,Automatic,Front Wheel Drive,"190,000 miles",Car is not damaged,,Left,Yes,Black,R16,Halogen Headlights,Black,Alcantara,No,"Air conditioner, tinted windows","$12,400"
Mercedes-Benz,C-Class,Coupe,2003,Gasoline,1.8 L,Automatic,Rear Wheel Drive,"240,000 km",Car is not damaged,Installed,Left,Yes,White,R17,LED Headlights,Black,Textile,No,"Air conditioner, cruise control, tinted windows","$6,300"
VAZ (Lada),2110,Sedan,2007,Gasoline,1.6 L,Manual,Front Wheel Drive,"250,000 km",Car is not damaged,Installed,Left,Yes,Black,R13,LED Headlights,Gray,Other,No,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$3,000"
Hyundai,Elantra,Sedan,2012,Gasoline,1.8 L,Automatic,Front Wheel Drive,"80,000 km",Car is not damaged,,Left,Yes,Black,R16,LED Headlights,Gray,Alcantara,No,"Air conditioner, cruise control, tinted windows","$10,200"
VAZ (Lada),2121 (4x4),SUV / Crossover,2007,Gasoline,1.7 L,Manual,All Wheel Drive,"176,000 km",Car is not damaged,Installed,Left,Yes,White,R16,LED Headlights,Gray,Textile,No,Tinted windows,"$5,500"
Renault,Logan,Sedan,2012,Gasoline,1.4 L,Manual,Front Wheel Drive,"200,000 km",Car is not damaged,Installed,Left,Yes,Yellow,R15,Хenon Headlights,Black,Textile,No,Air conditioner,"$4,000"
Porsche,Cayenne,SUV / Crossover,2010,Gasoline,4.8 L,Automatic,All Wheel Drive,"112,458 km",Car is not damaged,,Left,Yes,White,R20,Хenon Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$29,500"
BMW,5 Series,Sedan,1998,Gasoline,2.8 L,Automatic,Rear Wheel Drive,"300,000 km",Car is not damaged,,Left,Yes,Gray,R17,Хenon Headlights,Beige,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$8,000"
Hyundai,Solaris,Sedan,2018,Gasoline,1.4 L,Manual,Front Wheel Drive,"145,000 km",Car is not damaged,,Left,Yes,Black,R15,LED Headlights,Black,Textile,No,"Air conditioner, heated seats, tinted windows","$13,500"
BMW,5 Series,Sedan,2008,Gasoline,4.8 L,Automatic,Rear Wheel Drive,"270,000 km",Car is not damaged,,Left,Yes,Black,R18,Хenon Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$13,500"
Nissan,Versa,Sedan,2017,Gasoline,1.6 L,Automatic,Front Wheel Drive,"145,000 km",Car is not damaged,,Left,Yes,Blue,R15,Хenon Headlights,Black,Textile,No,,"$9,700"
Toyota,Corolla,Sedan,2013,Gasoline,1.6 L,Automatic,Front Wheel Drive,"122,000 km",Car is not damaged,,Left,Yes,Silver,R16,Halogen Headlights,Black,Textile,No,"Air conditioner, tinted windows","$12,400"
Jeep,Compass,SUV / Crossover,2022,Gasoline,2.4 L,Automatic,All Wheel Drive,1880 miles,Car is damaged,,Left,Yes,Blue,R19,Хenon Headlights,Black,Leather,No,,"$26,650"
VAZ (Lada),2121 Niva,SUV / Crossover,1999,Gasoline,1.7 L,Manual,All Wheel Drive,"123,000 km",Car is not damaged,Installed,Left,Yes,White,R17,Halogen Headlights,Black,Textile,No,Tinted windows,"$3,000"
VAZ (Lada),2114,Hatchback,2012,Gasoline,1.6 L,Manual,Front Wheel Drive,"141,000 km",Car is not damaged,,Left,Yes,Gray,R14,Хenon Headlights,Gray,Textile,No,Air conditioner,"$3,700"
Honda,Odyssey,Minivan,2007,Gasoline,3.5 L,Automatic,Front Wheel Drive,11 miles,Car is not damaged,Installed,Left,Yes,Gray,R16,Halogen Headlights,Gray,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$9,100"
Mitsubishi,Outlander,SUV / Crossover,2018,Gasoline,2.4 L,Automatic,All Wheel Drive,"99,000 miles",Car is not damaged,,Left,Yes,White,R18,Halogen Headlights,Black,Textile,No,"Air conditioner, heated seats, heated steering wheel, cruise control, tinted windows","$18,800"
Kia,Sorento,SUV / Crossover,2012,Gasoline,3.5 L,Automatic,All Wheel Drive,"150,000 km",Car is not damaged,,Left,Yes,Maroon,R18,LED Headlights,Other,Leather,No,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control","$14,600"
Nissan,Sentra,Sedan,2019,Gasoline,1.8 L,Automatic,Front Wheel Drive,"126,000 km",Car is not damaged,Installed,Left,Yes,Blue,R16,Хenon Headlights,Black,Textile,No,"Air conditioner, cruise control","$13,000"
Mercedes-Benz,E-Class,Sedan,2006,Gasoline,3.5 L,Automatic,Rear Wheel Drive,"331,000 km",Car is not damaged,Installed,Left,Yes,Silver,R17,LED Headlights,Beige,Leather,Panoramic Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$9,800"
VAZ (Lada),2121 Niva,SUV / Crossover,2012,Gasoline,1.7 L,Manual,All Wheel Drive,"140,000 km",Car is not damaged,Installed,Left,Yes,Black,R16,LED Headlights,Black,Textile,No,Tinted windows,"$7,600"
BMW,5 Series,Sedan,2019,Hybrid,2.0 L,Automatic,Rear Wheel Drive,"63,000 km",Car is not damaged,,Left,Yes,White,R19,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, cruise control, tinted windows","$38,700"
Mercedes-Benz,C-Class,Sedan,1999,Gasoline,1.8 L,Manual,Rear Wheel Drive,"216,000 km",Car is not damaged,Installed,Left,Yes,Silver,R15,Хenon Headlights,Blue,Alcantara,No,"Air conditioner, ventilated seats, cruise control, tinted windows","$6,300"
Mercedes-Benz,E-Class,Sedan,1996,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"200,000 km",Car is not damaged,Installed,Left,Yes,Black,R15,LED Headlights,Gray,Leather,No,"Air conditioner, heated seats, cruise control, tinted windows","$4,300"
Ford,Transit,Van,2003,Diesel,2.0 L,Manual,Front Wheel Drive,"200,000 km",Car is not damaged,,Left,No,White,R15,LED Headlights,Black,Textile,No,Air conditioner,"$6,300"
Jeep,Grand Cherokee,SUV / Crossover,2000,Gasoline,4.7 L,Automatic,All Wheel Drive,"173,000 miles",Car is not damaged,Installed,Left,Yes,Black,R16,Хenon Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, ventilated seats, cruise control, tinted windows","$8,000"
Ford,Fusion (North America),Sedan,2015,Gasoline,2.5 L,Automatic,Front Wheel Drive,"213,000 km",Car is not damaged,Installed,Left,Yes,Blue,R17,Хenon Headlights,Black,Alcantara,Regular Sunroof,"Air conditioner, cruise control, tinted windows","$12,500"
Ford,Fusion (North America),Sedan,2018,Gasoline,1.5 L,Automatic,Front Wheel Drive,"120,000 km",Car is not damaged,,Left,Yes,Brown,R18,LED Headlights,Black,Leather,No,"Air conditioner, heated seats, cruise control","$13,800"
Mazda,CX-30,SUV / Crossover,2020,Gasoline,2.5 L,Automatic,All Wheel Drive,"35,000 km",Car is not damaged,,Left,Yes,Black,R18,Хenon Headlights,Black,Leather,No,"Air conditioner, heated seats","$25,700"
Lexus,RX,SUV / Crossover,2005,Gasoline,3.3 L,Automatic,Front Wheel Drive,"197,000 miles",Car is not damaged,Installed,Left,Yes,Beige,R18,Хenon Headlights,Beige,Leather,Regular Sunroof,,"$9,800"
Jeep,Cherokee,SUV / Crossover,2019,Gasoline,2.4 L,Automatic,Front Wheel Drive,"66,000 km",Car is not damaged,,Left,Yes,Brown,R17,LED Headlights,Black,Leather,No,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control","$17,250"
BMW,X1,SUV / Crossover,2019,Gasoline,2.0 L,Automatic,Front Wheel Drive,"33,000 km",Car is not damaged,,Left,Yes,White,R18,LED Headlights,Black,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$38,000"
Mercedes-Benz,C-Class,Sedan,2001,Gasoline,2.4 L,Automatic,Rear Wheel Drive,"207,000 km",Car is not damaged,Installed,Left,No,Black,R16,Halogen Headlights,Black,Leather,Regular Sunroof,"Air conditioner, cruise control, tinted windows","$5,700"
Volkswagen,Golf,Hatchback,2001,Gasoline,2.0 L,Automatic,Front Wheel Drive,"333,300 km",Car is not damaged,Installed,Left,Yes,Silver,R16,Хenon Headlights,Black,Textile,No,"Air conditioner, tinted windows","$4,500"
Mercedes-Benz,S-Class,Sedan,2006,Gasoline,5.5 L,Automatic,Rear Wheel Drive,"118,000 km",Car is not damaged,Installed,Left,Yes,Black,R20,Хenon Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats","$17,000"
Ford,Transit,Van,2000,Diesel,2.0 L,Manual,Rear Wheel Drive,"185,000 km",Car is not damaged,,Left,Yes,Black,R16,Halogen Headlights,Gray,Textile,No,,"$4,700"
Opel,Vectra,Hatchback,1994,Gasoline,2.0 L,Manual,Front Wheel Drive,"335,000 km",Car is not damaged,Installed,Left,Yes,Green,R15,Halogen Headlights,Gray,Textile,Regular Sunroof,,"800,000 ֏"
Toyota,Avalon,Sedan,2021,Hybrid,2.5 L,Automatic,Front Wheel Drive,"16,000 miles",Car is not damaged,,Left,Yes,Black,R18,LED Headlights,Other,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$51,000"
Toyota,Camry,Sedan,2021,Gasoline,2.5 L,Automatic,Front Wheel Drive,"11,128 km",Car is not damaged,,Left,Yes,White,R19,LED Headlights,Red,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$37,500"
Jeep,Compass,SUV / Crossover,2018,Gasoline,2.4 L,Automatic,All Wheel Drive,"86,000 km",Car is not damaged,,Left,Yes,Silver,R17,Halogen Headlights,Black,Leather,No,,"$19,900"
Kia,Sportage,SUV / Crossover,2019,Gasoline,2.4 L,Automatic,All Wheel Drive,"53,000 km",Car is not damaged,,Left,Yes,Silver,R18,LED Headlights,Black,Leather,No,"Air conditioner, heated seats, cruise control","$24,000"
Opel,Astra,Hatchback,2004,Gasoline,1.6 L,Automatic,Front Wheel Drive,"236,000 km",Car is not damaged,Installed,Left,Yes,Blue,R16,LED Headlights,Gray,Textile,No,,"$5,700"
Nissan,Rogue,SUV / Crossover,2020,Gasoline,2.0 L,Automatic,Front Wheel Drive,"44,086 km",Car is damaged,,Left,Yes,Black,R15,Хenon Headlights,Black,Textile,No,"Air conditioner, cruise control","$18,000"
Mercedes-Benz,CLA-Class,Sedan,2016,Gasoline,2.0 L,Automatic,Front Wheel Drive,"111,000 km",Car is not damaged,,Left,Yes,Black,R17,LED Headlights,Black,Textile,No,"Air conditioner, heated seats, heated steering wheel, cruise control, tinted windows","$20,700"
Cadillac,XTS,Sedan,2018,Gasoline,3.6 L,Automatic,Front Wheel Drive,"200,000 km",Car is not damaged,,Left,Yes,Black,R18,Хenon Headlights,Black,Leather,No,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control","$27,000"
Mercedes-Benz,C-Class,Sedan,1994,Gasoline,1.8 L,Manual,Rear Wheel Drive,"361,000 km",Car is not damaged,Installed,Left,Yes,Gray,R15,Halogen Headlights,Black,Other,Regular Sunroof,Tinted windows,"$4,800"
Tesla,Model S,Liftback,2019,Electric,2.0 L,Automatic,All Wheel Drive,9000 miles,Car is not damaged,,Left,Yes,Gray,R21,LED Headlights,White,Alcantara,No,,"$60,000"
Bentley,Continental GT,Coupe,2007,Gasoline,6.0 L,Automatic,All Wheel Drive,"60,000 km",Car is not damaged,,Left,Yes,Blue,R20,Хenon Headlights,Red,Leather,No,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$32,500"
BMW,3 Series,Sedan,2002,Gasoline,2.2 L,Automatic,Rear Wheel Drive,"107,000 km",Car is not damaged,Installed,Left,Yes,Silver,R17,Хenon Headlights,Black,Alcantara,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$7,100"
Mercedes-Benz,Sprinter,Van,1995,Diesel,2.4 L,Manual,Rear Wheel Drive,"856,000 km",Car is not damaged,,Left,Yes,White,R16,Halogen Headlights,Gray,Textile,No,Air conditioner,"2,100,000 ֏"
Infiniti,Q50,Sedan,2018,Gasoline,3.0 L,Automatic,Rear Wheel Drive,"107,000 km",Car is not damaged,,Left,Yes,Gray,R18,Хenon Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$23,000"
BMW,5 Series,Liftback,2015,Gasoline,3.5 L,Automatic,Rear Wheel Drive,"135,000 km",Car is not damaged,,Left,Yes,White,R19,Хenon Headlights,Brown,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, cruise control, tinted windows","$21,000"
Toyota,Voxy,Minivan,2005,Gasoline,2.0 L,Automatic,Front Wheel Drive,"143,000 km",Car is not damaged,Installed,Left,Yes,White,R15,Halogen Headlights,Gray,Textile,No,"Air conditioner, cruise control, tinted windows","$8,900"
Volvo,S70,Sedan,1997,Gasoline,2.0 L,Manual,Front Wheel Drive,"231,000 km",Car is not damaged,,Left,Yes,Black,R15,Halogen Headlights,Black,Leather,No,"Air conditioner, heated seats, ventilated seats, tinted windows","$3,300"
VAZ (Lada),2121 Niva,SUV / Crossover,2008,Gasoline,1.9 L,Manual,All Wheel Drive,"240,000 km",Car is not damaged,Installed,Left,Yes,White,R16,LED Headlights,Black,Other,No,Tinted windows,"$6,800"
Hyundai,Sonata,Sedan,2016,Gasoline,2.4 L,Automatic,Front Wheel Drive,"89,500 miles",Car is not damaged,,Left,Yes,Red,R17,LED Headlights,Beige,Velour,No,"Air conditioner, cruise control, tinted windows","$13,500"
Porsche,Cayenne,SUV / Crossover,2019,Gasoline,3.0 L,Automatic,All Wheel Drive,"109,000 km",Car is not damaged,,Left,Yes,Black,R22,LED Headlights,Black,Leather,Panoramic Sunroof,,"$82,000"
Mercedes-Benz,C-Class,Sedan,1995,Gasoline,1.8 L,Manual,Rear Wheel Drive,"400,000 km",Car is not damaged,Installed,Left,Yes,Silver,R15,Halogen Headlights,Black,Other,No,"Air conditioner, tinted windows","$5,500"
Nissan,X-Trail,SUV / Crossover,2004,Gasoline,2.0 L,Automatic,Front Wheel Drive,"224,294 km",Car is not damaged,,Right,Yes,Black,R17,Хenon Headlights,Black,Leather,No,Heated seats,"$6,100"
Toyota,Corolla,Sedan,2008,Gasoline,1.8 L,Manual,Front Wheel Drive,"200,000 km",Car is not damaged,Installed,Left,Yes,Silver,R16,LED Headlights,Black,Other,No,"Air conditioner, tinted windows","$9,200"
Mercedes-Benz,GLE Coupe AMG,SUV / Crossover,2017,Gasoline,4.0 L,Automatic,All Wheel Drive,"60,000 km",Car is not damaged,,Left,Yes,White,R21,LED Headlights,Black,Leather,Panoramic Sunroof,"Air conditioner, heated seats, ventilated seats, cruise control, tinted windows","$74,000"
Toyota,Highlander,SUV / Crossover,2017,Gasoline,3.5 L,Automatic,All Wheel Drive,"130,000 miles",Car is not damaged,,Left,Yes,White,R18,Halogen Headlights,Gray,Textile,No,"Air conditioner, cruise control, tinted windows","$33,500"
Suzuki,Grand Vitara,SUV / Crossover,2007,Gasoline,2.7 L,Automatic,Rear Wheel Drive,"181,000 miles",Car is not damaged,Installed,Left,Yes,Gray,R16,LED Headlights,Black,Textile,No,Air conditioner,"$10,000"
Mercedes-Benz,C-Class,Sedan,1998,Gasoline,1.8 L,Manual,Rear Wheel Drive,"416,500 km",Car is not damaged,Installed,Left,Yes,Blue,R15,Хenon Headlights,Black,Textile,Regular Sunroof,Air conditioner,"$5,500"
Kia,K5,Sedan,2022,Gasoline,1.6 L,Automatic,Front Wheel Drive,"18,000 km",Car is damaged,,Left,Yes,Gray,R18,LED Headlights,Black,Leather,No,"Air conditioner, heated seats, heated steering wheel, cruise control, tinted windows","12,300,000 ֏"
Honda,Accord,Sedan,2018,Gasoline,1.5 L,Automatic,Front Wheel Drive,"74,000 miles",Car is damaged,,Left,Yes,White,R19,LED Headlights,Black,Textile,No,"Air conditioner, cruise control, tinted windows","$23,000"
BMW,3 Series,Sedan,2005,Gasoline,2.5 L,Automatic,Rear Wheel Drive,"230,000 km",Car is not damaged,Installed,Left,Yes,White,R16,Хenon Headlights,Beige,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$7,200"
Lexus,NX,SUV / Crossover,2019,Gasoline,2.0 L,Automatic,Front Wheel Drive,"29,500 miles",Car is not damaged,,Left,Yes,White,R20,LED Headlights,Other,Leather,No,"Air conditioner, heated seats, heated steering wheel, cruise control, tinted windows","$37,000"
VAZ (Lada),2121 (4x4),SUV / Crossover,2003,Gasoline,1.7 L,Manual,All Wheel Drive,"100,000 km",Car is not damaged,Installed,Left,Yes,White,R16,Хenon Headlights,Gray,Textile,No,Tinted windows,"$3,800"
Mercedes-Benz,200,Wagon,1999,Gasoline,2.0 L,Manual,Rear Wheel Drive,"35,000 km",Car is not damaged,Installed,Left,Yes,Silver,R15,Halogen Headlights,Other,Other,No,,"$5,300"
Volkswagen,Tiguan,SUV / Crossover,2017,Gasoline,2.0 L,Automatic,Front Wheel Drive,"100,000 km",Car is not damaged,,Left,Yes,White,R16,Halogen Headlights,Beige,Leather,No,,"$17,300"
Mercedes-Benz,CLA-Class,Sedan,2016,Gasoline,2.0 L,Automatic,Front Wheel Drive,"135,000 km",Car is not damaged,,Left,Yes,White,R18,LED Headlights,Black,Leather,Panoramic Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$22,500"
